delivery_month,sample_count,mean,std_dev,min_value,pct_01,pct_05,pct_10,pct_25,pct_50,pct_75,pct_90,pct_95,pct_99,max_value,start_date,end_date
2404,21,5.57619,0.613111,4,4.14,4.7,4.8,5.2,5.7,5.9,6.3,6.4,6.64,6.7,2024-02-26,2024-03-25
2405,21,6.419048,0.680896,5.3,5.38,5.7,5.8,5.9,6.2,6.8,7.1,7.7,8.02,8.1,2024-03-26,2024-04-25
2406,18,4.344444,0.903081,2.8,2.868,3.14,3.27,3.9,4.1,4.85,5.56,5.76,6.032,6.1,2024-04-26,2024-05-25
2407,21,3.057143,0.771733,1.4,1.54,2.1,2.2,2.7,3.0,3.5,4.1,4.5,4.5,4.5,2024-05-27,2024-06-25
2408,22,4.272727,0.703178,2.5,2.605,3.02,3.41,3.85,4.45,4.8,4.9,4.995,5.158,5.2,2024-06-26,2024-07-25
2409,21,2.842857,0.43883,1.9,1.98,2.3,2.3,2.5,2.9,3.1,3.4,3.4,3.4,3.4,2024-07-26,2024-08-25
2410,21,2.628571,0.679811,1.4,1.4,1.4,2.0,2.2,2.5,3.0,3.5,3.6,3.92,4,2024-08-26,2024-09-25
2411,17,2.529412,0.758918,1.5,1.516,1.58,1.6,2.1,2.3,3.1,3.4,3.8,4.12,4.2,2024-09-26,2024-10-25
2412,21,1.590476,0.893255,0,0.02,0.1,0.7,0.9,1.7,2.2,2.8,2.8,2.96,3,2024-10-28,2024-11-25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,count,mean,std,min,0.01,0.05,0.1,0.25,0.5,0.75,0.9,0.95,0.99,max,,
,16,-0.66875,0.512144,-1.7,-1.625,-1.325,-1.15,-0.925,-0.75,-0.475,0.0,0.175,0.355,0.4,,
,16,0.38125,0.984018,-1.7,-1.58,-1.1,-0.75,-0.125,0.5,0.7,1.15,1.575,2.475,2.7,,
,27,0.533333,0.866913,-1.1,-1.048,-0.84,-0.58,0.0,0.5,1.0,1.44,1.64,2.514,2.8,,
,20,0.255,0.817876,-0.8,-0.781,-0.705,-0.7,-0.425,0.1,0.9,1.42,1.605,1.681,1.7,,
,21,1.614286,1.125738,-0.2,-0.16,0.0,0.0,0.8,2.1,2.5,3.0,3.1,3.18,3.2,,
,19,-0.368421,0.305601,-0.9,-0.882,-0.81,-0.8,-0.5,-0.4,-0.15,0.0,0.03,0.246,0.3,,
,19,0.8,0.898146,-0.4,-0.328,-0.04,0.08,0.4,0.8,0.95,1.26,1.75,3.55,4,,
,22,3.459091,0.377535,2.6,2.621,2.715,3.01,3.225,3.5,3.8,3.8,3.895,3.979,4,,
,23,5.43913,1.85466,3.1,3.122,3.22,3.4,3.55,4.9,7.1,7.8,8.07,8.256,8.3,,
,21,7.785714,1.214613,5.6,5.6,5.6,6.0,7.2,8.0,8.6,9.1,9.2,9.36,9.4,,
,16,8.5625,0.808187,7.2,7.26,7.5,7.7,7.875,8.5,9.2,9.55,9.65,9.77,9.8,,
,22,2.459091,2.288201,-0.3,-0.3,-0.295,-0.19,0.3,1.95,4.8,5.47,5.595,5.916,6,,
,21,-0.290476,0.426503,-1.1,-1.08,-1.0,-0.9,-0.5,-0.3,0.1,0.1,0.2,0.52,0.6,,
,22,0.577273,0.947142,-0.9,-0.795,-0.395,-0.29,-0.1,0.35,1.125,2.09,2.195,2.358,2.4,,
,15,2.946667,1.549132,1.4,1.4,1.4,1.44,1.7,2.3,4.85,5.06,5.1,5.1,5.1,,
,21,5.57619,0.613111,4,4.14,4.7,4.8,5.2,5.7,5.9,6.3,6.4,6.64,6.7,,
,21,6.419048,0.680896,5.3,5.38,5.7,5.8,5.9,6.2,6.8,7.1,7.7,8.02,8.1,,
,18,4.344444,0.903081,2.8,2.868,3.14,3.27,3.9,4.1,4.85,5.56,5.76,6.032,6.1,,
,21,3.057143,0.771733,1.4,1.54,2.1,2.2,2.7,3.0,3.5,4.1,4.5,4.5,4.5,,
,22,4.272727,0.703178,2.5,2.605,3.02,3.41,3.85,4.45,4.8,4.9,4.995,5.158,5.2,,
,21,2.842857,0.43883,1.9,1.98,2.3,2.3,2.5,2.9,3.1,3.4,3.4,3.4,3.4,,
,21,2.628571,0.679811,1.4,1.4,1.4,2.0,2.2,2.5,3.0,3.5,3.6,3.92,4,,
,17,2.529412,0.758918,1.5,1.516,1.58,1.6,2.1,2.3,3.1,3.4,3.8,4.12,4.2,,
,21,1.590476,0.893255,0,0.02,0.1,0.7,0.9,1.7,2.2,2.8,2.8,2.96,3,,
,483,2.780952,2.661663,-1.7,-1.1,-0.69,-0.4,0.5,2.5,4.5,6.6,7.99,9.236,9.8,,
