trading_date,spread_mid,contracts,price_01,front_contract
2018-07-26,5.1,"sc1901,sc1902",501.9,sc1809
2018-07-27,2.6,"sc1901,sc1902",506.1,sc1809
2018-07-30,2.6,"sc1901,sc1902",507.1,sc1809
2018-07-31,2.1,"sc1901,sc1902",513.9,sc1809
2018-08-01,2.2,"sc1901,sc1902",506.0,sc1809
2018-08-02,0.7,"sc1901,sc1902",501.6,sc1809
2018-08-03,-0.1,"sc1901,sc1902",508.8,sc1809
2018-08-06,-0.6,"sc1901,sc1902",512.3,sc1809
2018-08-07,2.1,"sc1901,sc1902",534.1,sc1809
2018-08-08,-1.5,"sc1901,sc1902",527.2,sc1809
2018-08-09,-1.8,"sc1901,sc1902",518.9,sc1809
2018-08-10,-1.7,"sc1901,sc1902",520.0,sc1809
2018-08-13,-2.2,"sc1901,sc1902",522.5,sc1809
2018-08-14,-1.0,"sc1901,sc1902",519.3,sc1809
2018-08-15,-0.4,"sc1901,sc1902",519.4,sc1809
2018-08-16,-1.5,"sc1901,sc1902",508.0,sc1809
2018-08-17,-1.0,"sc1901,sc1902",505.2,sc1809
2018-08-20,-1.6,"sc1901,sc1902",493.2,sc1809
2018-08-21,-1.3,"sc1901,sc1902",480.5,sc1809
2018-08-22,-1.7,"sc1901,sc1902",479.8,sc1809
2018-08-23,-1.8,"sc1901,sc1902",485.0,sc1809
2018-08-24,-1.5,"sc1901,sc1902",482.1,sc1809
2018-08-27,1.7,"sc1901,sc1902",482.2,sc1809
2018-08-28,1.5,"sc1901,sc1902",486.6,sc1809
2018-08-29,1.1,"sc1901,sc1902",485.7,sc1809
2018-08-30,0.8,"sc1901,sc1902",488.6,sc1809
2018-08-31,2.8,"sc1901,sc1902",488.3,sc1809
2018-09-03,-5.3,"sc1902,sc1903",503.0,sc1810
2018-09-04,-3.3,"sc1902,sc1903",504.6,sc1810
2018-09-05,-2.7,"sc1902,sc1903",505.4,sc1810
2018-09-06,-2.9,"sc1902,sc1903",501.1,sc1810
2018-09-07,-2.0,"sc1902,sc1903",496.7,sc1810
2018-09-10,-3.6,"sc1902,sc1903",498.5,sc1810
2018-09-11,-2.8,"sc1902,sc1903",500.6,sc1810
2018-09-12,-4.0,"sc1902,sc1903",503.6,sc1810
2018-09-13,-0.6,"sc1902,sc1903",515.3,sc1810
2018-09-14,-0.2,"sc1902,sc1903",501.3,sc1810
2018-09-17,0.7,"sc1902,sc1903",510.3,sc1810
2018-09-18,1.1,"sc1902,sc1903",507.7,sc1810
2018-09-19,1.5,"sc1902,sc1903",528.5,sc1810
2018-09-20,-0.2,"sc1902,sc1903",532.4,sc1810
2018-09-21,1.4,"sc1903,sc1904",521.7,sc1811
2018-09-25,2.8,"sc1903,sc1904",540.6,sc1811
2018-09-26,2.6,"sc1903,sc1904",542.6,sc1811
2018-09-27,3.2,"sc1903,sc1904",545.3,sc1811
2018-09-28,-0.9,"sc1903,sc1904",548.3,sc1811
2018-10-08,1.9,"sc1903,sc1904",561.2,sc1811
2018-10-10,4.5,"sc1903,sc1904",583.0,sc1811
2018-10-11,0.8,"sc1903,sc1904",579.7,sc1811
2018-10-12,-1.6,"sc1903,sc1904",562.6,sc1811
2018-10-15,-2.5,"sc1903,sc1904",563.6,sc1811
2018-10-16,-3.8,"sc1903,sc1904",555.3,sc1811
2018-10-17,3.3,"sc1903,sc1904",543.4,sc1811
2018-10-18,4.0,"sc1903,sc1904",559.3,sc1811
2018-10-19,3.9,"sc1903,sc1904",551.4,sc1811
2018-10-22,4.0,"sc1903,sc1904",549.7,sc1811
2018-10-23,3.4,"sc1903,sc1904",552.7,sc1811
2018-10-24,4.4,"sc1903,sc1904",572.0,sc1811
2018-10-25,1.7,"sc1903,sc1904",554.4,sc1811
2018-10-26,1.9,"sc1903,sc1904",577.5,sc1811
2018-10-29,1.2,"sc1903,sc1904",576.7,sc1811
2018-10-30,5.8,"sc1903,sc1904",576.7,sc1811
2018-10-31,7.1,"sc1903,sc1904",573.3,sc1811
2018-11-01,1.7,"sc1904,sc1905",527.8,sc1812
2018-11-02,6.7,"sc1904,sc1905",513.7,sc1812
2018-11-05,3.9,"sc1904,sc1905",507.8,sc1812
2018-11-06,3.7,"sc1904,sc1905",512.2,sc1812
2018-11-07,5.6,"sc1904,sc1905",504.4,sc1812
2018-11-08,3.6,"sc1904,sc1905",502.7,sc1812
2018-11-09,3.7,"sc1904,sc1905",497.8,sc1812
2018-11-12,2.4,"sc1904,sc1905",492.9,sc1812
2018-11-13,0.5,"sc1904,sc1905",491.9,sc1812
2018-11-14,7.6,"sc1904,sc1905",473.8,sc1812
2018-11-15,0.2,"sc1904,sc1905",461.7,sc1812
2018-11-16,0.3,"sc1904,sc1905",465.0,sc1812
2018-11-19,0.1,"sc1904,sc1905",466.7,sc1812
2018-11-20,-0.4,"sc1904,sc1905",459.7,sc1812
2018-11-21,0.7,"sc1904,sc1905",441.8,sc1812
2018-11-22,-0.3,"sc1904,sc1905",438.6,sc1812
2018-11-23,-1.4,"sc1904,sc1905",432.0,sc1812
2018-11-26,0.5,"sc1904,sc1905",411.4,sc1812
2018-11-27,-0.6,"sc1904,sc1905",409.1,sc1812
2018-11-28,-1.9,"sc1904,sc1905",413.0,sc1812
2018-11-29,-2.8,"sc1904,sc1905",407.2,sc1812
2018-11-30,-2.4,"sc1904,sc1905",396.7,sc1812
2018-12-03,-1.6,"sc1905,sc1906",419.4,sc1901
2018-12-04,-2.3,"sc1905,sc1906",428.6,sc1901
2018-12-05,-1.9,"sc1905,sc1906",428.3,sc1901
2018-12-06,-2.2,"sc1905,sc1906",428.0,sc1901
2018-12-07,-2.8,"sc1905,sc1906",413.3,sc1901
2018-12-10,-3.2,"sc1905,sc1906",431.1,sc1901
2018-12-11,-3.5,"sc1905,sc1906",421.8,sc1901
2018-12-12,-4.0,"sc1905,sc1906",423.7,sc1901
2018-12-13,-3.6,"sc1905,sc1906",424.6,sc1901
2018-12-14,-3.1,"sc1905,sc1906",422.5,sc1901
2018-12-17,-2.7,"sc1905,sc1906",419.0,sc1901
2018-12-18,-2.8,"sc1905,sc1906",411.6,sc1901
2018-12-19,-2.8,"sc1905,sc1906",395.1,sc1901
2018-12-20,-2.8,"sc1905,sc1906",398.1,sc1901
2018-12-21,-2.2,"sc1905,sc1906",400.9,sc1901
2018-12-24,-2.9,"sc1905,sc1906",394.5,sc1901
2018-12-25,-2.4,"sc1905,sc1906",385.0,sc1901
2018-12-26,-3.1,"sc1905,sc1906",374.7,sc1901
2018-12-27,-2.9,"sc1905,sc1906",381.0,sc1901
2018-12-28,-2.3,"sc1905,sc1906",377.0,sc1901
2019-01-02,-2.9,"sc1906,sc1907",370.7,sc1902
2019-01-03,-2.9,"sc1906,sc1907",379.8,sc1902
2019-01-04,-2.5,"sc1906,sc1907",388.7,sc1902
2019-01-07,-4.1,"sc1906,sc1907",401.4,sc1902
2019-01-08,-4.6,"sc1906,sc1907",405.1,sc1902
2019-01-09,-4.8,"sc1906,sc1907",412.2,sc1902
2019-01-10,-4.5,"sc1906,sc1907",423.6,sc1902
2019-01-11,-3.9,"sc1906,sc1907",424.5,sc1902
2019-01-14,-4.4,"sc1906,sc1907",416.3,sc1902
2019-01-15,-3.1,"sc1906,sc1907",412.4,sc1902
2019-01-16,-3.6,"sc1906,sc1907",410.5,sc1902
2019-01-17,-4.4,"sc1906,sc1907",411.8,sc1902
