trading_date,spread_mid,contracts,price_01,front_contract
2018-07-26,1.2,"sc1811,sc1812",501.9,sc1809
2018-07-27,-0.6,"sc1811,sc1812",506.1,sc1809
2018-07-30,-0.7,"sc1811,sc1812",507.1,sc1809
2018-07-31,0.3,"sc1811,sc1812",513.9,sc1809
2018-08-01,-0.1,"sc1811,sc1812",506.0,sc1809
2018-08-02,0.4,"sc1811,sc1812",501.6,sc1809
2018-08-03,0.5,"sc1811,sc1812",508.8,sc1809
2018-08-06,-0.4,"sc1811,sc1812",512.3,sc1809
2018-08-07,1.8,"sc1811,sc1812",534.1,sc1809
2018-08-08,-0.6,"sc1811,sc1812",527.2,sc1809
2018-08-09,-0.3,"sc1811,sc1812",518.9,sc1809
2018-08-10,-0.5,"sc1811,sc1812",520.0,sc1809
2018-08-13,-0.4,"sc1811,sc1812",522.5,sc1809
2018-08-14,-0.7,"sc1811,sc1812",519.3,sc1809
2018-08-15,-0.9,"sc1811,sc1812",519.4,sc1809
2018-08-16,-0.5,"sc1811,sc1812",508.0,sc1809
2018-08-17,-0.7,"sc1811,sc1812",505.2,sc1809
2018-08-20,-0.7,"sc1811,sc1812",493.2,sc1809
2018-08-21,-1.5,"sc1811,sc1812",480.5,sc1809
2018-08-22,-1.6,"sc1811,sc1812",479.8,sc1809
2018-08-23,-7.5,"sc1811,sc1812",485.0,sc1809
2018-08-24,-8.4,"sc1811,sc1812",482.1,sc1809
2018-08-27,-7.0,"sc1811,sc1812",482.2,sc1809
2018-08-28,-9.1,"sc1811,sc1812",486.6,sc1809
2018-08-29,-8.7,"sc1811,sc1812",485.7,sc1809
2018-08-30,-10.1,"sc1811,sc1812",488.6,sc1809
2018-08-31,-10.7,"sc1811,sc1812",488.3,sc1809
2018-09-03,-0.1,"sc1812,sc1901",503.0,sc1810
2018-09-04,0.0,"sc1812,sc1901",504.6,sc1810
2018-09-05,-0.2,"sc1812,sc1901",505.4,sc1810
2018-09-06,-0.4,"sc1812,sc1901",501.1,sc1810
2018-09-07,-0.1,"sc1812,sc1901",496.7,sc1810
2018-09-10,-0.1,"sc1812,sc1901",498.5,sc1810
2018-09-11,-0.6,"sc1812,sc1901",500.6,sc1810
2018-09-12,-0.4,"sc1812,sc1901",503.6,sc1810
2018-09-13,0.0,"sc1812,sc1901",515.3,sc1810
2018-09-14,-0.1,"sc1812,sc1901",501.3,sc1810
2018-09-17,-0.5,"sc1812,sc1901",510.3,sc1810
2018-09-18,-0.3,"sc1812,sc1901",507.7,sc1810
2018-09-19,-0.2,"sc1812,sc1901",528.5,sc1810
2018-09-20,-0.2,"sc1812,sc1901",532.4,sc1810
2018-09-21,0.4,"sc1901,sc1902",521.7,sc1811
2018-09-25,2.6,"sc1901,sc1902",540.6,sc1811
2018-09-26,1.0,"sc1901,sc1902",542.6,sc1811
2018-09-27,1.4,"sc1901,sc1902",545.3,sc1811
2018-09-28,0.0,"sc1901,sc1902",548.3,sc1811
2018-10-08,1.1,"sc1901,sc1902",561.2,sc1811
2018-10-10,2.5,"sc1901,sc1902",583.0,sc1811
2018-10-11,-0.6,"sc1901,sc1902",579.7,sc1811
2018-10-12,1.4,"sc1901,sc1902",562.6,sc1811
2018-10-15,4.7,"sc1901,sc1902",563.6,sc1811
2018-10-16,4.2,"sc1901,sc1902",555.3,sc1811
2018-10-17,5.8,"sc1901,sc1902",543.4,sc1811
2018-10-18,4.9,"sc1901,sc1902",559.3,sc1811
2018-10-19,5.6,"sc1901,sc1902",551.4,sc1811
2018-10-22,5.6,"sc1901,sc1902",549.7,sc1811
2018-10-23,4.5,"sc1901,sc1902",552.7,sc1811
2018-10-24,1.2,"sc1901,sc1902",572.0,sc1811
2018-10-25,3.1,"sc1901,sc1902",554.4,sc1811
2018-10-26,3.9,"sc1901,sc1902",577.5,sc1811
2018-10-29,3.9,"sc1901,sc1902",576.7,sc1811
2018-10-30,2.8,"sc1901,sc1902",576.7,sc1811
2018-10-31,2.5,"sc1901,sc1902",573.3,sc1811
2018-11-01,-0.6,"sc1902,sc1903",527.8,sc1812
2018-11-02,0.1,"sc1902,sc1903",513.7,sc1812
2018-11-05,0.8,"sc1902,sc1903",507.8,sc1812
2018-11-06,-0.4,"sc1902,sc1903",512.2,sc1812
2018-11-07,-1.7,"sc1902,sc1903",504.4,sc1812
2018-11-08,-2.7,"sc1902,sc1903",502.7,sc1812
2018-11-09,-2.3,"sc1902,sc1903",497.8,sc1812
2018-11-12,-3.1,"sc1902,sc1903",492.9,sc1812
2018-11-13,-3.3,"sc1902,sc1903",491.9,sc1812
2018-11-14,0.5,"sc1902,sc1903",473.8,sc1812
2018-11-15,-2.4,"sc1902,sc1903",461.7,sc1812
2018-11-16,-2.2,"sc1902,sc1903",465.0,sc1812
2018-11-19,-3.5,"sc1902,sc1903",466.7,sc1812
2018-11-20,-3.8,"sc1902,sc1903",459.7,sc1812
2018-11-21,-4.2,"sc1902,sc1903",441.8,sc1812
2018-11-22,-3.7,"sc1902,sc1903",438.6,sc1812
2018-11-23,-3.9,"sc1902,sc1903",432.0,sc1812
2018-11-26,-5.0,"sc1902,sc1903",411.4,sc1812
