trading_date,spread_mid,contracts,price_01,front_contract
2018-07-26,-0.5,"sc1905,sc1906",501.9,sc1809
2018-07-27,-2.4,"sc1905,sc1906",506.1,sc1809
2018-07-30,-0.2,"sc1905,sc1906",507.1,sc1809
2018-07-31,0.0,"sc1905,sc1906",513.9,sc1809
2018-08-01,-2.0,"sc1905,sc1906",506.0,sc1809
2018-08-02,-1.9,"sc1905,sc1906",501.6,sc1809
2018-08-03,-0.7,"sc1905,sc1906",508.8,sc1809
2018-08-06,-1.3,"sc1905,sc1906",512.3,sc1809
2018-08-07,-0.2,"sc1905,sc1906",534.1,sc1809
2018-08-08,0.7,"sc1905,sc1906",527.2,sc1809
2018-08-09,1.2,"sc1905,sc1906",518.9,sc1809
2018-08-10,1.2,"sc1905,sc1906",520.0,sc1809
2018-08-13,1.0,"sc1905,sc1906",522.5,sc1809
2018-08-14,-0.8,"sc1905,sc1906",519.3,sc1809
2018-08-15,-1.4,"sc1905,sc1906",519.4,sc1809
2018-08-16,-1.9,"sc1905,sc1906",508.0,sc1809
2018-08-17,-1.7,"sc1905,sc1906",505.2,sc1809
2018-08-20,-1.1,"sc1905,sc1906",493.2,sc1809
2018-08-21,-2.8,"sc1905,sc1906",480.5,sc1809
2018-08-22,-3.6,"sc1905,sc1906",479.8,sc1809
2018-08-23,-4.6,"sc1905,sc1906",485.0,sc1809
2018-08-24,-3.8,"sc1905,sc1906",482.1,sc1809
2018-08-27,-3.0,"sc1905,sc1906",482.2,sc1809
2018-08-28,-2.3,"sc1905,sc1906",486.6,sc1809
2018-08-29,-2.0,"sc1905,sc1906",485.7,sc1809
2018-08-30,-3.6,"sc1905,sc1906",488.6,sc1809
2018-08-31,-3.3,"sc1905,sc1906",488.3,sc1809
2018-09-03,4.5,"sc1906,sc1907",503.0,sc1810
2018-09-04,3.5,"sc1906,sc1907",504.6,sc1810
2018-09-05,3.1,"sc1906,sc1907",505.4,sc1810
2018-09-06,2.5,"sc1906,sc1907",501.1,sc1810
2018-09-07,2.1,"sc1906,sc1907",496.7,sc1810
2018-09-10,3.2,"sc1906,sc1907",498.5,sc1810
2018-09-11,1.1,"sc1906,sc1907",500.6,sc1810
2018-09-12,-0.7,"sc1906,sc1907",503.6,sc1810
2018-09-13,-1.4,"sc1906,sc1907",515.3,sc1810
2018-09-14,-1.3,"sc1906,sc1907",501.3,sc1810
2018-09-17,0.3,"sc1906,sc1907",510.3,sc1810
2018-09-18,-0.9,"sc1906,sc1907",507.7,sc1810
2018-09-19,0.7,"sc1906,sc1907",528.5,sc1810
2018-09-20,0.5,"sc1906,sc1907",532.4,sc1810
2018-09-21,1.5,"sc1907,sc1908",521.7,sc1811
2018-09-25,0.3,"sc1907,sc1908",540.6,sc1811
2018-09-26,-0.2,"sc1907,sc1908",542.6,sc1811
2018-09-27,0.1,"sc1907,sc1908",545.3,sc1811
2018-09-28,0.2,"sc1907,sc1908",548.3,sc1811
2018-10-08,-1.4,"sc1907,sc1908",561.2,sc1811
2018-10-10,3.1,"sc1907,sc1908",583.0,sc1811
2018-10-11,1.0,"sc1907,sc1908",579.7,sc1811
2018-10-12,0.0,"sc1907,sc1908",562.6,sc1811
2018-10-15,1.4,"sc1907,sc1908",563.6,sc1811
2018-10-16,-0.4,"sc1907,sc1908",555.3,sc1811
2018-10-17,0.5,"sc1907,sc1908",543.4,sc1811
2018-10-18,0.2,"sc1907,sc1908",559.3,sc1811
2018-10-19,0.7,"sc1907,sc1908",551.4,sc1811
2018-10-22,0.2,"sc1907,sc1908",549.7,sc1811
2018-10-23,0.4,"sc1907,sc1908",552.7,sc1811
2018-10-24,-2.7,"sc1907,sc1908",572.0,sc1811
2018-10-25,0.0,"sc1907,sc1908",554.4,sc1811
2018-10-26,0.4,"sc1907,sc1908",577.5,sc1811
2018-10-29,-0.4,"sc1907,sc1908",576.7,sc1811
2018-10-30,0.3,"sc1907,sc1908",576.7,sc1811
2018-10-31,-1.5,"sc1907,sc1908",573.3,sc1811
2018-11-01,-2.6,"sc1908,sc1909",527.8,sc1812
2018-11-02,-1.6,"sc1908,sc1909",513.7,sc1812
2018-11-05,-4.0,"sc1908,sc1909",507.8,sc1812
2018-11-06,-4.0,"sc1908,sc1909",512.2,sc1812
2018-11-07,-3.0,"sc1908,sc1909",504.4,sc1812
2018-11-08,-5.1,"sc1908,sc1909",502.7,sc1812
2018-11-09,-5.9,"sc1908,sc1909",497.8,sc1812
2018-11-12,-3.3,"sc1908,sc1909",492.9,sc1812
2018-11-13,0.2,"sc1908,sc1909",491.9,sc1812
2018-11-14,6.0,"sc1908,sc1909",473.8,sc1812
2018-11-15,-0.9,"sc1908,sc1909",461.7,sc1812
2018-11-16,-1.2,"sc1908,sc1909",465.0,sc1812
2018-11-19,-3.1,"sc1908,sc1909",466.7,sc1812
2018-11-20,-4.8,"sc1908,sc1909",459.7,sc1812
2018-11-21,-3.0,"sc1908,sc1909",441.8,sc1812
2018-11-22,-1.8,"sc1908,sc1909",438.6,sc1812
2018-11-23,-2.0,"sc1908,sc1909",432.0,sc1812
2018-11-26,9.9,"sc1908,sc1909",411.4,sc1812
2018-11-27,-1.0,"sc1908,sc1909",409.1,sc1812
2018-11-28,-2.3,"sc1908,sc1909",413.0,sc1812
2018-11-29,-4.3,"sc1908,sc1909",407.2,sc1812
2018-11-30,-5.0,"sc1908,sc1909",396.7,sc1812
2018-12-03,4.0,"sc1909,sc1910",419.4,sc1901
2018-12-04,2.2,"sc1909,sc1910",428.6,sc1901
2018-12-05,1.6,"sc1909,sc1910",428.3,sc1901
2018-12-06,2.7,"sc1909,sc1910",428.0,sc1901
2018-12-07,2.8,"sc1909,sc1910",413.3,sc1901
2018-12-10,2.9,"sc1909,sc1910",431.1,sc1901
2018-12-11,3.9,"sc1909,sc1910",421.8,sc1901
2018-12-12,5.0,"sc1909,sc1910",423.7,sc1901
2018-12-13,2.7,"sc1909,sc1910",424.6,sc1901
2018-12-14,3.0,"sc1909,sc1910",422.5,sc1901
2018-12-17,3.2,"sc1909,sc1910",419.0,sc1901
2018-12-18,3.2,"sc1909,sc1910",411.6,sc1901
2018-12-19,1.3,"sc1909,sc1910",395.1,sc1901
2018-12-20,1.1,"sc1909,sc1910",398.1,sc1901
2018-12-21,1.3,"sc1909,sc1910",400.9,sc1901
2018-12-24,0.1,"sc1909,sc1910",394.5,sc1901
2018-12-25,0.1,"sc1909,sc1910",385.0,sc1901
2018-12-26,-1.6,"sc1909,sc1910",374.7,sc1901
2018-12-27,-0.4,"sc1909,sc1910",381.0,sc1901
2018-12-28,-1.6,"sc1909,sc1910",377.0,sc1901
2019-01-02,-1.4,"sc1910,sc1911",370.7,sc1902
2019-01-03,-1.8,"sc1910,sc1911",379.8,sc1902
2019-01-04,-2.1,"sc1910,sc1911",388.7,sc1902
2019-01-07,-1.8,"sc1910,sc1911",401.4,sc1902
2019-01-08,-1.5,"sc1910,sc1911",405.1,sc1902
2019-01-09,-1.9,"sc1910,sc1911",412.2,sc1902
2019-01-10,-2.9,"sc1910,sc1911",423.6,sc1902
2019-01-11,-2.3,"sc1910,sc1911",424.5,sc1902
2019-01-14,-1.7,"sc1910,sc1911",416.3,sc1902
2019-01-15,-2.1,"sc1910,sc1911",412.4,sc1902
2019-01-16,-2.3,"sc1910,sc1911",410.5,sc1902
2019-01-17,-1.7,"sc1910,sc1911",411.8,sc1902
2019-01-18,-1.8,"sc1910,sc1911",410.5,sc1902
2019-01-21,-2.8,"sc1910,sc1911",414.6,sc1902
2019-01-22,-2.7,"sc1910,sc1911",417.2,sc1902
2019-01-23,-2.8,"sc1910,sc1911",427.6,sc1902
2019-01-24,-2.3,"sc1910,sc1911",423.6,sc1902
2019-01-25,-2.6,"sc1910,sc1911",422.6,sc1902
2019-01-28,0.4,"sc1911,sc1912",427.8,sc1903
2019-01-29,1.3,"sc1911,sc1912",417.9,sc1903
2019-01-30,1.9,"sc1911,sc1912",425.2,sc1903
2019-01-31,-0.8,"sc1911,sc1912",431.4,sc1903
2019-02-01,0.6,"sc1911,sc1912",429.8,sc1903
2019-02-11,-0.3,"sc1911,sc1912",428.2,sc1903
2019-02-12,4.6,"sc1911,sc1912",428.7,sc1903
2019-02-13,2.0,"sc1911,sc1912",433.3,sc1903
2019-02-14,0.8,"sc1911,sc1912",435.9,sc1903
2019-02-15,1.4,"sc1911,sc1912",441.7,sc1903
2019-02-18,3.3,"sc1911,sc1912",450.6,sc1903
2019-02-20,2.3,"sc1911,sc1912",451.2,sc1903
2019-02-21,3.7,"sc1911,sc1912",449.6,sc1903
2019-02-22,0.0,"sc1911,sc1912",446.4,sc1903
2019-02-25,1.5,"sc1911,sc1912",446.3,sc1903
2019-02-26,-1.5,"sc1911,sc1912",426.8,sc1903
2019-02-27,-2.2,"sc1911,sc1912",427.3,sc1903
2019-02-28,-0.6,"sc1911,sc1912",430.1,sc1903
2019-03-01,0.3,"sc1912,sc2001",443.0,sc1904
2019-03-04,1.0,"sc1912,sc2001",438.4,sc1904
2019-03-05,-0.7,"sc1912,sc2001",438.4,sc1904
2019-03-06,1.0,"sc1912,sc2001",433.8,sc1904
2019-03-07,0.9,"sc1912,sc2001",439.7,sc1904
2019-03-08,0.5,"sc1912,sc2001",439.9,sc1904
2019-03-11,-1.5,"sc1912,sc2001",432.9,sc1904
2019-03-12,-0.5,"sc1912,sc2001",444.9,sc1904
2019-03-13,1.3,"sc1912,sc2001",444.2,sc1904
2019-03-14,0.5,"sc1912,sc2001",450.4,sc1904
2019-03-15,-1.9,"sc1912,sc2001",452.2,sc1904
2019-03-18,0.0,"sc1912,sc2001",450.1,sc1904
2019-03-19,-0.8,"sc1912,sc2001",461.8,sc1904
2019-03-20,-0.5,"sc1912,sc2001",462.5,sc1904
2019-03-21,-1.3,"sc1912,sc2001",466.3,sc1904
2019-03-22,-1.3,"sc1912,sc2001",467.7,sc1904
2019-03-25,-3.0,"sc1912,sc2001",459.0,sc1904
2019-03-26,-0.9,"sc1912,sc2001",459.1,sc1904
2019-03-27,-1.2,"sc1912,sc2001",463.3,sc1904
2019-03-28,-2.9,"sc1912,sc2001",462.2,sc1904
2019-03-29,-0.4,"sc1912,sc2001",453.5,sc1904
2019-04-01,-1.8,"sc2001,sc2002",459.4,sc1905
2019-04-02,-1.3,"sc2001,sc2002",467.5,sc1905
2019-04-03,-2.7,"sc2001,sc2002",471.7,sc1905
2019-04-04,-2.1,"sc2001,sc2002",469.5,sc1905
2019-04-08,-7.8,"sc2001,sc2002",478.2,sc1905
2019-04-09,-0.2,"sc2001,sc2002",479.3,sc1905
2019-04-10,0.0,"sc2001,sc2002",475.7,sc1905
2019-04-11,-1.5,"sc2001,sc2002",480.3,sc1905
2019-04-12,-0.4,"sc2001,sc2002",475.8,sc1905
2019-04-15,-0.8,"sc2001,sc2002",473.7,sc1905
2019-04-16,-2.5,"sc2001,sc2002",468.2,sc1905
2019-04-17,-1.7,"sc2001,sc2002",470.7,sc1905
2019-04-18,-1.2,"sc2001,sc2002",472.0,sc1905
2019-04-19,-0.6,"sc2001,sc2002",472.5,sc1905
2019-04-22,-3.0,"sc2001,sc2002",480.3,sc1905
2019-04-23,-3.4,"sc2001,sc2002",489.0,sc1905
2019-04-24,-0.1,"sc2001,sc2002",493.2,sc1905
2019-04-25,0.5,"sc2001,sc2002",494.7,sc1905
2019-04-26,0.8,"sc2001,sc2002",499.5,sc1905
2019-04-29,0.8,"sc2001,sc2002",485.7,sc1905
2019-04-30,-1.1,"sc2001,sc2002",488.1,sc1905
2019-05-06,13.6,"sc2002,sc2003",472.5,sc1906
2019-05-07,4.7,"sc2002,sc2003",483.5,sc1906
2019-05-08,5.1,"sc2002,sc2003",480.2,sc1906
2019-05-09,4.4,"sc2002,sc2003",482.6,sc1906
2019-05-10,5.7,"sc2002,sc2003",486.1,sc1906
2019-05-13,3.6,"sc2002,sc2003",491.3,sc1906
2019-05-14,0.0,"sc2002,sc2003",497.1,sc1906
2019-05-15,3.1,"sc2002,sc2003",501.2,sc1906
2019-05-16,-0.7,"sc2002,sc2003",505.5,sc1906
2019-05-17,-1.2,"sc2002,sc2003",512.3,sc1906
2019-05-20,-3.1,"sc2002,sc2003",514.2,sc1906
2019-05-21,-0.2,"sc2002,sc2003",507.1,sc1906
2019-05-22,2.3,"sc2002,sc2003",504.0,sc1906
2019-05-23,4.6,"sc2002,sc2003",494.0,sc1906
2019-05-24,0.8,"sc2002,sc2003",469.7,sc1906
2019-05-27,1.4,"sc2002,sc2003",473.7,sc1906
2019-05-28,2.9,"sc2002,sc2003",475.0,sc1906
2019-05-29,1.5,"sc2002,sc2003",470.2,sc1906
2019-05-30,1.7,"sc2002,sc2003",466.1,sc1906
2019-05-31,1.2,"sc2002,sc2003",461.2,sc1906
2019-06-03,3.6,"sc2003,sc2004",435.2,sc1907
2019-06-04,-0.2,"sc2003,sc2004",425.5,sc1907
2019-06-05,1.0,"sc2003,sc2004",426.2,sc1907
2019-06-06,1.0,"sc2003,sc2004",417.6,sc1907
2019-06-10,2.2,"sc2003,sc2004",434.5,sc1907
2019-06-11,1.8,"sc2003,sc2004",429.9,sc1907
2019-06-12,0.4,"sc2003,sc2004",426.1,sc1907
2019-06-13,1.4,"sc2003,sc2004",420.2,sc1907
2019-06-14,1.8,"sc2003,sc2004",425.5,sc1907
2019-06-17,1.5,"sc2003,sc2004",427.3,sc1907
2019-06-18,0.6,"sc2003,sc2004",419.6,sc1907
2019-06-19,2.5,"sc2003,sc2004",420.0,sc1907
2019-06-20,1.1,"sc2003,sc2004",418.9,sc1907
2019-06-21,0.8,"sc2003,sc2004",431.6,sc1907
